no.	id	content
1789	大脸猫	音乐好听，播太慢，最后几集不想看了
1790	[已注销]	期待，期待//风景加一星
1791	王不麻	最近剧荒。虽然特效烂。但是演技可以将就。那条毛毛虫直接ok
1792	花	为了萌萌哒丽颖看花千骨，默默地被高冷的狮虎圈了粉。
1793	脚滑的狐狸	主角人物造型5分 演技4.5分 特效3.5分 布景4分 最后几集统统2分 烂尾的经典诠释
1794	木小秘	不错
1795	森林	看爱情去的。霍建华好看。仙气
1796	楠	"虽然剧情太拖拉 但是睫毛精真是好看啊
就是一副白莲花的样想打人"
1797	宁怀珉。	陪我妈我姥姥一起看的全程吐槽哈哈哈
1798	馨阿丹	这玛丽苏的剧情和仙侠特效我也是醉了诶
1799	假行僧	看片花还挺期待、但是为什么电视剧出来是这样的，各种玛丽苏真心受不了
1800	半吊子	相爱相杀的境界也是很高……死也不认傲娇的境界也是很高……
1801	Wendyyy	看了最后三集，尼玛什么鬼
1802	单格子	最讨厌白子画这种人，爱就爱，不爱就不爱，承认你会死啊，一定要等人家死了，你心如死灰顶个屁用。爱是人们基本的生理欲望和心理需求，这编剧也太非人了吧～（虽然在小屁孩的带领下只看了几集，忍不住想要批斗）
1803	诸小语SL	有颜起码四星好嘛？！
1804	迷了鹿。	剧情被改的面目全非，好喜欢赵丽颖饰演的小骨。不妨碍我继续追
1805	帅哥都是我的	特效减一星，脑残女主开挂设定减一星，雷人台词减一星，糖宝加一星，杀阡陌加一星??
1806	四月の物語	??
1807	菇哒哒	爱难道不是奋不顾身吗
1808	残猫颜77	师父和小骨都好好看 豆瓣一到国产剧就一边倒也是醉了
1809	影四135181210	虐！剧情大赞！
1810	wanyin007	跟原著比，剧情的走向一点都不合理，剪辑烂到负数，太辜负了师父和小骨的一片苦心了
1811	wangsmore	我想说，白子画就是个大SB。最不喜欢这样的男人了，对待爱情一点都不干脆利落！SB！
1812	利恩特	爛尾啊爛尾
1813	铅笔姑娘	玛丽苏啊玛丽苏~~~
1814	芊芊草	前三十集跟后三十集简直不是一个剧组拍的感觉，好好的剧烂尾了，白瞎了演员的好演技。追了三个月你告诉我前面看到的都是卜元鼎幻境！慈文删除了那么多重场戏，白子画人设彻底崩了，成渣男了。
1815	乐时肚子疼~	小说已经写的不怎样了，电视剧更...赵做女主老了，书里就15岁的样子
1816	未来将来	在我看来很幼稚，不明白为什么那么多人追。其实这本小说已经够幼稚了，但是台词更甚，跪了
1817	Yomi	華哥簡直就是仙俠畫裡走出來的??
1818	郭瓜瓜	傻白甜遇到吐血狂魔。。呵呵呵。。我只能说虐虐更健康
1819	summercloud	刚刷完前四集，总体说感觉不错。节奏紧凑，剧情推进和铺垫都很好。演员表演到位，颜值也高，服装造型很赞，广西取实景不能更良心。化妆打光差强人意，特效也不如期望好，但在国产仙侠剧中已属前茅。最后一周大结局了，调降至四星，后期剧情太乱，编剧芒果剪刀手难辞其咎。还有强烈要求把摄影师上交国家
1820	流川枫家的篮球	被迫和朋友看了一集，弃了。然后朋友通宵看完原著，看完后在我面前吐槽了一个小时，最后总结：奇葩，玛丽苏！
1821	Lynette	终于看到了结尾。当善良的人不容易，爱一个人也不容易。说实话，不喜欢白子画。就这样不带情绪式吐槽着结束了。最后结局也还算圆满，为什么都要失去了才肯珍惜呢？
1822	徐若风	陪奶奶看了两集系列
1823	imsomeblue	原著党看了一集就崩溃了，什么鬼
1824	リトル	虐就一个字，我只说一次。
1825	猫尾巴	"我对于这样的剧情和人设都不喜，的确只是为了看霍的脸去的…
玛丽苏、纠缠不清、小家子气这种应该也都是大家集中吐槽的点…这样故事的存在大概本身就是硬伤…演员们感觉是很卖力的，夏天也很不容易。
能抄这么热说明总是有人为这样的剧情买单的。"
1826	tiger.grass	与仙剑三一样的好看
1827	小雅	执念
1828	Claire.	看了七分钟，果断弃剧！我的花千骨啊??你咋被毁成这样了呢！
1829	东流	颜值爆表的剧组。赵丽颖演技点赞。真心觉得比小说好看。
1830	馨之若素	为霍建华点赞！
1831	百年树袋熊	我画的颜值就足够打5星了
1832	钢蹦儿小姐	我在室友的鄙视下硬是追着看了下来，优点是不费脑子，一边涂秘密花园，一边瞄两眼，还是挺休闲娱乐的。
1833	谁呢	好奇就看了。
1834	恩莹	我相信可能有其他剪辑版本不至于这么差，断断续续的配乐突然出现的镜头，找大一新生剪的吗？还有剧本都是实习生做的吗，居然比原著台词还令人发指。。。
1835	北極魚	芒果版，剪辑太坑。
1836	花猫儿	将就
1837	有希	三星半。虐虐虐
1838	Jo~轴	哎～
1839	深海的秘密	至少比古剑好太多吧 慈文比欢瑞有良心一点  把冗长的小说前奏改编的还算合理 剧情也挺吸引人的  霍建华演的很仙很细腻 小骨也挺可爱的 就是这特效…七毛不能再多了 ╯▂╰片花和正片两种质感你逗我呢
1840	汀水丘	改动太多了，要是不改就好了
1841	羽濑川未名	不怎么看这些国产剧，可能是因为去年抱着看笑话的心态看了几集杉杉来了发现制作还不错，所以今年看到赵有新戏就惯性的又来看了，话说看到书评分都有7，感觉电视剧怎么也不能比小白玛丽苏的原著更差劲吧2333
1842	幼稚鬼V千泷珠	最近重温了小说，温习好了好给同事们剧透，近来常常这样干，因为《何以萧笙默》也是很熟的，所以实在是看不下去了只能不断地剧透，现在的电视剧逻辑真是越来越差了，不断地改编，没有一丝悬念，人家大韩剧都把我们甩好几条街啦...
1843	彭彭是只豬	芒果卫视蜀山比武那段吸引我追的。妈蛋我以为大型仙侠魔幻剧呢。前几集看着也挺像那么回事，后来等不了更新把原著看了才发现不是那么回事，这是教室别恋啊，我还特么的看小说可耻的哭了，我根本不喜欢这样的书，我也不觉得写的好。哎，我控制不住我的洪荒之力了
1844	李桑	四星是给书的，也不是说写的有多好，可我就是好喜欢，月蝎的力量太强大了
1845	Sarahpanee	他，没有负天下，也没有负她；她，一定会救他，也一定会救天下。这是我认为的男女主角的设定。这部剧不深刻，消遣却绰绰有余，因为话题很多。
1846	不会讲故事的人	为了东方
1847	梦十	花千骨脑残粉一枚，可惜某卫视的剪辑
1848	项少荣	好看
1849	萍将军	实在是。。。连颜都无
1850	パンダ沁	大结局实在太傻逼
1851	斜月寒草	口口声声说喜欢，却完全不在乎对方的想法三观立场选择，这样的喜欢，其实只是自私自利的自我满足罢了。
1852	清和	这一星，半星给小骨，半星给师父。。。
1853	叶浅浅	为神特效默默流泪……不见！
1854	默默酱	奔着华哥去看的，然后爱上了杀姐姐！白子画的爱太深，要不起啊！东方和杀姐姐都挺好的呀，不过编剧确定单春秋不是女的吗？？？芒果台真是删减高手，这么生硬也剪的出的！
1855	plus	太拖沓
1856	阿仙Ada	剧情拖沓，快捷键都要敲废了
1857	相安与祺	台词太出戏，和各种哏撞车太多，莫名其妙听着就想笑。
1858	春风不相识。	全部给霍建华的美貌~
1859	luoyishui	本来改编得让人觉得这剧是靠画面和颜值撑起来的三星剧，不过整体节奏太糟糕，原著妖神的重头戏全没了，情节时而拖沓时而跳跃，就原著我觉的到花千骨魂飞魄散白子画成魔就可以结束了，后面只是给喜欢HE的一个安慰，结果花千骨逼白子画杀死自己的高潮大场面竟然在个破草坪上就拍完了！不过张丹峰表现亮眼
1860	wangsushu	"本来战长沙的顾清明已经把霍拉到一定的高度了。他却又接了这烂片脑残剧，把自己打回原型。
看在昔日顾长官颜的份上，勉强多打一星吧。"
1861	星月婉婉	我想要小骨跟东方在一起。
1862	冲田总司丰月	心塞
1863	万象	三观
1864	ly99303	霍建华确实帅，很喜欢扮相！
1865	囡囡	很棒啊 不知道为什么别人都给一星
1866	selly	冲着原著看的，不过最终果断弃剧。难道是我无法跟上00---90的思维吗，竟然还挺火啊。
1867	Dwan	原著就是烂作，电视剧和原著一样烂，喜欢这种玛丽苏剧的人三观在哪里？
1868	尕丶晖	为什么会那么火？
1869	开萝萝	负分滚粗已经是对本片最大的褒奖了
1870	白菜籽	这世界上还有没有正常人了………这都能6分还能好么……
1871	人生何处不相逢	玛丽苏中的战斗机，一女N个男人喜欢的老套故事！
1872	枉生	花了一上午时间快进看完的 感觉自己浪费了一上午
1873	Nirvana	两集弃
1874	幻影书	对于湖南卫视的随意剪，我也是醉了，剧情拖沓不说，看点全没了。
1875	后来的我	第一次看的仙侠剧，还挺有趣的。就是结尾太草率了，有点意犹未尽。
1876	拔刀	画面很美，呆萌的小骨，仙气范的尊上
1877	依米	今年很流行颜值+类似游戏画面感的电视剧，七八年不看电视剧的我，今年是因为H一直在旁边看，我好奇也跳进看完了。
1878	小飞侠	没看过小说，下午看了几集电视剧。感觉还可以。人物没有让人看不下去。服装妆容总算看到相对清新一点的一部了。
1879	红眼妖狐	觉得没有古剑奇谭拍的好，个个油光满面的，不过真是演员的演技弥补了渣特效
1880	shmily_0018	放眼望去，这世间，这苍生，还有几人，可以为你生，为你死，为你抛弃信仰，背弃原则，放下自尊，舍弃天下。。。。
1881	周叨叨	好吧比起盗墓来说，真的还算可以了，除了眉笔不要钱以外，然后看到二十几集就不想继续了= =准备出完后看个结局意思意思
1882	丛林的毓	看得好辛苦，怎么还没有大结局。
1883	柚咖染	看到这个分数我也略微安慰了....小赵演技好又萌萌哒，师父空巢老仙需要细辛关爱。总的来说这就是一个自以为了不起的新手玩家玩萝莉养成还不要脸的选了Hard模式结果把萝莉养成了大BOSS差点把自己也搞死了，无奈Reset选择了简单模式重新养成的故事
1884	L桑	烂！烂！烂！又臭又长！什么鬼剧情三观！男猪还能再噁心点么！！
1885	carmen1208	太喜欢了，每周四集等得好着急。。。前面剧情很吸引，洪荒之后逐渐不紧凑，删减明显，可惜。感觉是后面资金不足的感觉，三千妖杀只有那么十来二十人来充数。。。前面5星，后面3星，但还是五星吧，华哥和丽颖太好看了。
1886	人间香袖	一流演员，二流编剧和配乐，三流剪辑和特效，打打杀杀，都是一眨眼就结束了，长留七杀，翻来覆去那么点人，不求你拍出张纪中襄阳大战的效果，好歹也在后期多搞点人上去吧，摩严整出了前面57集故事，最后竟然就这么挂了。 打四颗星其实我是想拒绝的，冲着丽颖和老干部的面子。
1887	你就是	一星给霍建华，一星给剧本，别难过，还有一星的电视剧咧，话说   马可长的真好看～～
1888	cecily	演员装逼真辛苦
1889	瓶叔	我能说自己多无聊吗？不停的我们在一起吧，我们分开吧，如果感情注定如此纠结，最好还是不要让爱的人失掉对你的信心和安全感吧，因为我是一个没有耐心的人，不允许自己爱的人被折磨和感觉不安全，也懒得如此折腾自己。
1890	joy	=。=！前面太慢，后面太快！这节奏也是醉醉的。。
1891	213小兔纸	纯粹是冲着老三去的
1892	五色の虹	没见过播个电视剧剪成这样的！！
1893	克拉	画面蛮美的，感情戏比较复杂，剧情其实蛮扯淡的。不愧为年度虐心大剧，我的心呀，被左揉右揉，一次又一次，真是揉到碎的渣都不剩。哎！就是剧情太拖沓了。最后摩严成了大boss！
1894	苦香最香	在家陪妈妈看，不想吐槽。最近在研究为什么国产不怎么样的青春剧男女老少都爱看~~
1895	maymay	赵丽颖演得不错
1896	圆圆糕	好喜欢杀阡陌呐
1897	小妮子玩跳绳	我只能给三星 剧情太拖沓了 编剧和导演太烂
1898	ID违反豆瓣条例	槽点太多。。。不过全家人一起看感觉还好，好像回到小时候
1899	途安	这画面太美了，我看不下去了。
1900	lizi	“对于我们这样的人来说，最难的不是放下，而是拿起。”全剧只有无垢这句让我共鸣
1901	亲吻恐高的长颈	其实也没有想象中那么差。还可以的。
1902	zjjigtt	打斗场景太小儿科，亏我还想得非常刺激
1903	ILLAR	"我爱 杀姐姐 
杀姐姐 爱我????"
1904	橘子郡	赵丽颖演技渐长，边看边吐槽，看的可开心了
1905	爱喝摩卡的熊	演员表演都很到位啊，颜值也高。开始不是很喜欢霍建华，到最后居然深深爱上了他演的白子画。唯一的那颗漏掉的星星是因为剧情本身还是有点bug
1906	爱豆	乱七八糟
1907	奔跑的蚂蚁	空空，你对那一声声师傅怎么看？
1908	燈	两星的剧，前半部分的剧情还行，后面太拖沓，大概是剪辑的原因。一星给笙萧默，超喜欢儒尊。
1909	guoluren	这部剧是用来舔屏的  人设早崩  也快大结局了 去年最热的两个月所有幕前幕后的演职人员都辛苦了 从网络播放量和收视率看这部剧是成功的 但是像这么玛丽苏的小说和电视剧实在无感 这2个多月也因为各种事情对这剧的好感度全无  剩下只能说好聚好散
1910	楼青莲	小说看完了就没有再追剧啦
1911	Secret	姐姐和东方死的好不值 还是原著控啊
1912	立方Z	一直在追2015的夏天我高三了=
1913	Freak	大家不要这么刻薄嘛看看隔壁护宝笔记的一毛特效现在真是觉得糖宝太真实喜欢她的十一师兄也好可爱hhhh。我霍总演这种面冷心热脸瘫闷骚男有点审美疲劳，不过赵丽颖卖萌我怎么觉得比唐嫣美多啦。最喜欢东方东方东方！年纪大了喜欢反派。以及杀阡陌为何不改名杀马特or杀千刀！慈文比欢瑞良心多了！！
1914	印夏の的夏天	导演的功力是弱点…
1915	我来替天行道	本来想打两星的，不过有些经典对话还原，就三星吧，不过编剧，花千骨死那么寒碜真的好嘛
1916	可咿格子	最近被白子画迷的七晕八素。并不是一开播就追。后面偶尔瞄几眼。感觉画面蛮美。一追就迷上了。还有杀姐姐。就是周播剧更新实在太慢。
1917	XG	因为之前的金玉良缘，实在是不想再看霍建华的电视剧了，没想到这一部还不错。骨头演的不错，可惜剪辑的不太好。
1918	雅哥	因为不想费脑找个无脑剧看看，没想到花千骨是越看越好看。小骨孤身一人，夺得十方神器的部分着实打动了我，女人为爱孤注一掷的勇气，狂乱，和无怨无悔。这确实是个好故事，很有东方魔幻的味道。但是，国产剧的通病，拖沓。简直是对观众耐心和理解力的极端考验。希望以后电影不会这么拖沓了。
1919	剪春萝	"钗头凤

花千骨，心疮苦，画情为蛊师罔顾。爱肆虐，恨自略，血泪千掠，生死劫确。虐，虐，虐。

秋风诉，落花舞，错别绝恋相思苦。仰望月，踏金鹊，愿赴宫阙，世俗难跃。却，却，却。

——昨夜看花千骨忽发奇想要填首词，第一次难免牵强，请大家包涵。"
1920	小叶	只有男女主算是有演技，编剧真的瞎了。这分只是给主角，还有东方的
1921	fiona遇参差	明明高潮虐心的部分在后期，结果草草了结，真心烂尾
1922	CuSO⒋	7
1923	筷筷墩墩	果然期望越大失望就伴随其中，景很漂亮，只能说那么多了
1924	Lucifer	我真的觉得还行，但是也有很多不完美，国产剧也在努力，咱们慢慢等着。。。
1925	Pink	这么积极地看这部剧是因为青春么？还是因为演员颜值高呢？
1926	小七	2015
1927	cdsisi	选角不错，人物造型、剧情、特效、风景都不错哈。
1928	左岸	良心剧 不喜欢玛丽苏是的作品 不过喜欢比较纯真的感情 真心喜欢霍建华和赵丽颖的演出 演技好 把人物把握的恰到好处 尤其是霍建华的眼神 自带弹幕 其他配角也很出彩
1929	田螺姑娘	简直是看到以泪洗面的地步…不知从哪一集开始，就一直随剧情所动，本来对赵丽颖很排斥，对此剧也是不屑，试试看的态度开始了第一集，没想到五天时间像是走火入魔一般看完了它，众演员们的演技确实很棒，剧情安排也较合理连贯，现在还有点沉陷剧中情绪尚未自拔…
1930	foreversummer	正在看中………我也免不了俗 跟一下风
1931	Bella	颜值还不错
1932	虞微	虐恋情深
1933	刘晓渔	我想先给五分 原因是 我觉得这比内什么奇谭好 赵丽颖着实让我看着比其它花旦顺眼 霍建华看着至少也别其他男演员Man一点，配角也都很不错，后面看剧情发展吧
1934	1234567	这么玛丽苏的剧 好吧 我也是只是看看霍建华的颜
1935	虫虫	为了杀阡陌~~~~~~~~~~~~
1936	嘉文四世	烂就一个字
1937	drifting star	很良心的评价
1938	小学术帝	15.7-8 在一开始刚看到预告片时就想看，后来果然认真地追了起来，这中间正好见证了与海洋在一起的日子，师父与小骨，这也是我在美国最幸福的一段日子，恰好有你们陪伴我，可爱的小骨头，可爱的海洋。也挺好，美国的开端是古剑奇谭，结尾是花千骨，你们用纯纯的爱一起与我度过美好的这一年。
1939	秋海棠	霍建华一星，所有演员一星，剧本一星，总之，别的不说，感谢花千骨让我遇见了隔壁的战长沙
1940	眯瞪	原著逻辑牵强，电视剧逻辑没看懂。
1941	我想是慵懒的猫	我真的不能忍芒果剪的乱七八糟，演员演的都挺好，但是特效不能忍
1942	大球想变小球	总的来说我还是有一颗小言的心。
1943	klukluklulu	2.8也是给千骨的 尊上是个懦夫不提了
1944	Mr.Cat	还有宠物小精灵毛毛虫，真是瞎了眼
1945	砂砾的烦恼	前两集一般，为毛感觉怪兽好有现代感，后面感觉还可以，好多新面孔诶，
1946	手枪鸡腿班班长	哭的我鼻子都堵了……
1947	Jungyeon_Doll	"我管你那么低的评价乛 з乛就是喜欢~！果然古装剧真爱！但是居然把关键的部分剪掉了！差评！谁有最最全的啊啊求！！！！ 这种男1234567喜欢女主的玛丽苏戏码就是喜欢怎样2333~而且这剧难得的能排上号的男几号都够帅也?乛?乛?好评强赞！
ps 15-夏天追剧"
1948	吃西瓜吹空调	我知道这是90后或者00后看的，但是还是觉得在仙侠玛丽苏电视剧中制作上乘，男女主配一脸
1949	蓝胖胖	演员演的还是不错的，就是特效能给力点吗
1950	sunnyjaja	为什么没有办法给零颗星
1951	阿立里	唉，想说这剧烂，但却周周看，剧篇很无厘头的，雷点也多，人物千奇百怪跨度大，看得我没了三观。但咱不就好这口嘛，何必计较太多。
1952	璐璐的脚印	人物选的很棒，只是播出来的剧情比小说少好多
1953	南	虽然虎头蛇尾了，又被广电和湖南卫视坑，但男女主演技大赞，我入戏已深，力荐不解释。如果将来有海外完整版可看，我愿意继续约，好久没有追一部剧追得这么爽这么虐这么牵动我心的了。
1954	olivia雪梅	#两个都爱#白子画，我高冷，我担当，同时最重要的我“宠溺”你，“一个我会忍不住动情的”。檀凡，我洒脱，我自在，我大隐隐于市，“一个我想活出的真我”。
1955	Joyce策划师	剧情挺虐的，如果单从剧情来看会放弃再继续被虐，但是如果觉得白子画就是花千骨16岁的信仰太阳的话，还是能再坚持几集，目前已看36集！！！
1956	懿如初见	玛丽苏到不行。商业片。一星给演员的辛苦，单看都还行。可惜了我华哥啊战长沙和镖门的深刻角色太经典。
1957	yayahqy	终于看完全剧了，虽然电视剧版还是有很多槽点，但霍建华就是票房保证啊，而且全剧虽有改动但还算忠于原著，对于看过原著的粉来说很不错！
1958	蕾	看完了的
1959	Timing	难看得要命。看了一集果断弃剧。伤眼睛。
1960	豆瓣小花	暂时四星后续再定
1961	緑龍	嗯！喜欢的。只是后面的节奏有点问题，有的台词有点傻，小遗憾啦。
1962	中华小当家	玛丽苏我居然还看了
1963	蜻蛉	吐槽下，霍建华刚出场时有句台词，大意是力量越大责任越大，搞得我瞬间穿越蜘蛛侠，这还有法看吗？改编是再创作没错，可咱能靠谱点不，实在写不出来就让男主按照原著轨迹晚些出场好的啦。
1964	橙2。	恩 15分钟的预告 就是全部了！恩！
1965	此地无盈三百两	stupid show.. no storyline....
1966	晴天格子铺	剧情很有逻辑性，人物性格变化有铺垫，火还是有理由的。赵丽颖演技很棒啊！！！
1967	紫藤飘零	还是不错的 … 不过看到现在感觉到 我喜欢东方 杀阡陌大于男女主角 …  不得不吐槽一下湖南卫视 一周更新四集不说 每集前十分钟左右 全是上集回顾！ 拖拖拉拉洋洋洒洒五十集！！！
1968	有文化的小碗	无聊
1969	牧羊少年zZ	赵丽颖挺会选剧的
1970	mercy	前面太太太拖沓了！！！也改了不少！将就看下去了
1971	hellenxue	收视率好高，但觉得没有预期的好看，特效要是再给力点就好了
1972	_反而	命中注定的那个人 来到这世上快要一生了 此人还会再来吗？
1973	外科小美女	为什么大家对花千骨这么宽容，却对华胥引这么苛刻呢？觉得华胥引比花千骨好太多！
1974	burning yuan	好看
1975	tina	帅出新高度
1976	彩笺小字	不喜欢男女主 小说不好看 剧更不好看 半集弃
1977	东东	啊啊啊
1978	猪平安	用华妃娘娘的话说“贱人就是矫情，男女主，男女配都是。而且没有什么正面的东西，皇帝，教主，掌门，除了谈恋爱和撕x没事可干，反派女配男配把给女主添堵作为唯一的人生目标。有的修仙门派穿的像个店小二。那个师兄是有多爱他的掌门师弟才会对情敌女主这么不依不饶到没理智。
1979	彩色的风	整体剧情有点拖沓，再加上芒果台超长的前情回顾，醉醉哒！之前是因为知道白豆腐霍霍要演才看的小说，仙侠类小说届的玛丽苏文，看完之后当然也是没有想象中的惊艳啦！尊上还是刷哒，霍的白子画外形是很符合哒，就是人设让人有点小失望！意外的发现异朽君还挺刷哒！当然特效神马的是一万个忽略！
1980	cybilchan	草 删改那么多 烂片 草泥马
1981	anthea liu	五毛钱特效什么的根本不影响我，抱着随便看看的心态啊，但是看了10集，还要继续，我觉得挺好看的吧，没那么雷的，休闲之选。
1982	半盏清酒醉浮生	男神的电视剧，演技棒棒哒，但是电视剧改编剪辑得实在无力吐槽
1983	YDD9	我喜欢的题材，给个分吧
1984	叶铭翾	将个就，还是小说好看。哦，对了，白子画是上仙婊●﹏●
1985	Angelabear	搞不懂这么多刷1星，剧情不错啊，比当年的两部仙剑看着带劲~我是被霍华给秒了>3<
1986	叶隶	我会感动的，便是好的
1987	就是QCC	有霍建华都没有用
1988	TIfffany	随便看看
1989	月灵	画风不错，打四星平衡一下
1990	玛其朵甜甜圈	为什么这么多毒舌的人在这喷这个剧啊，相当好看好么！
1991	段小豪	迷恋了一周。我究竟喜欢什么？爱情的感觉吗？痛彻肺腑求而不得的感觉？
1992	sailormoon	剧情就不喜欢。。
1993	YcJ	还蛮仙的。我从不看仙侠，然后那天偶然看了一集，居然觉得挺好看。呵呵。
1994	妄若尘	"表示没看过原著，觉着电视剧特别好看，不论是人物的设定还是剧情的进展，都堪称完美，必须五星。
只是，有时候剧情剪辑跳跃太大。"
1995	柒世界宝宇宙	先看的小说，接着看的电视剧，角色的扮演者都很好，尤其是小骨和狮虎～虽然因为各种原因被剪辑的乱七八糟，很多剧情里最精彩的连接片段都被删除或是乱改，但是还是很精彩～～
1996	颖	追了这么长时间 终于追完了 太不容易了！白子画和花千骨的颜还是不错的 剧情就有点拖沓 不过看见最后他们师徒二人从此过上了幸福乱伦的小生活 我也就放心了…
1997	May	吐槽！！看过一眼就不想看第二眼了！阵容一点都不喜欢！造型low到爆！吓死人了！故事又不好！拜拜
1998	慵懒，猫咪	挺不错的呀，收视一直夺冠呀，只能说豆瓣的逼格是国产剧无法企及的~
1999	慕容珊	赵丽颖很好，蒋欣很好，本来不太喜欢霍建华，但他在这部片里竟然出奇的好看，我喜欢
2000	merry桃	吻戏被删
2001	恋爱的犀牛	个人认为，拍的比写的好。尽管被吐槽玛丽苏，但是！大妈也有少女心啊，也有玛丽苏情节。
2002	玻璃心顽石	本来是吃饭的时候看着吐槽的，结果烂到看着就吃不下饭的程度。演员没演技，剧情没逻辑。求制作人们走点心，我们老了三观不会被骗，孩子还小！
2003	兜兜里藏的糖	挺好看的
2004	爵士时代	同寝的人周周功放看，听配音就感觉日狗了，特地过来打分??
2005	观行	很多人吐槽这剧玛丽苏，还没看过书没法下定论，但是我觉得这故事本身没那么简单。另外果然仙侠风是我大爱啊，看过欧美和日本的艳丽和华美，还是最中意中国风那种骨子里清绝的清气，还有就是这片选角真是不错。给5星是因为6.4太低了。
2006	左右Zoey	蛮喜欢赵丽颖的，这姑娘入眼！
2007	向日葵小盆友	这小说翻拍成这样已经相当良心了！本来原著就很玛丽苏好吗！还JJWW！
2008	回风舞雪	疯一把
2009	所以那些都不会	比较喜欢这样的电视剧 特别喜欢花千骨的性格 敢爱敢恨 执着 对他师父的爱一直都没有放弃过
2010	西西	有种打仙剑的感觉，甚至比电视剧仙剑一更有代入感，看着还是挺有感觉的
2011	yee	不为啥 就为了霍建华的颜值
2012	kiss the rain	好看就是了。霍建华就是最完美的白子画。
2013	呆涵涵	有些人是不是太能装逼了，谁不是平时美剧英剧韩剧国产都看过，虽然国产有时差了点但这剧绝不是low到能被你骂出翔的那一类型，至于吗？装逼装大发了
2014	vera	其实比很多仙侠电视剧都拍得好看了
2015	Meow	白子画
2016	此用户已神经	小说看了N遍，文笔稚嫩但是故事很曲折很虐，N年前每次看结尾每次虐哭。剧版真是出乎意料的好，绝对拔高了原著的档次，更可贵演员还原度高，气质符合，场景美而不俗艳，特效粗糙但是俺们国家这条件可以理解了，总之看得出诚意，冲着这份专业精神和认真劲，给5分！国产电视剧雄起！
2017	樱桃小丸子	我心中就是第一
2018	水餃不水	剧情真无聊【但是霍建华真好看【妆发服装布景都棒，是目前看过的仙侠修仙类最优秀的【除去那只五毛钱的虫子之外全无嘈点，实为业界良心
2019	cany	小说党看了表示，男女主角选的还可以，霍建华的颜撑得起，赵丽颖圆脸可爱，演少女不违和，喜欢东方彧卿和杀阡陌喔。其实我很期待后期花千骨虐尊上。。。。哇哈哈哈
2020	醉清风	虽说特效五毛……但小说里的那种隐约虐心的感情，演员们诠释的真的很好；再加上演员颜值超高，画风唯美……那些瑕疵真的就可以不去追究了……
2021	代沟女王	唯一一本看完的内地仙剑类的电视剧
2022	豆小豆	"太过执念了，就算不上爱了……
我们总是喜欢在错过的爱里忏悔，不是所有人都可以重来的……
只希望这个世界上的爱还够，还能去温暖需要它的人……"
2023	胡萝卜兔	山有木兮木有枝，心悦君兮君不知
2024	巴拉巴拉	剧很好，只是厌烦了湖南台的剪辑。
2025	Andre吃管够	冲着这让我哭了一回的结局，给五星！
2026	爨脩	虎头蛇尾，鄙视湖南台。逻辑性全无，真不知道后面演的什么东西。亲嘴戏也删，太封建。
2027	Dawn	摔！
2028	莞尔一笑	还是被虐哭了
2029	流川枫	虐恋，我什么时候喜欢看乱七八糟的东西了。后面没有看完，估计不会补齐了。
2030	双枪老太婆	三分全给霍建华 很帅啊
2031	Alice	我承认我就是冲着华哥才看的。剧情和特效真的很想吐槽啊。
2032	不怕猫的小鼠	最近在追的一部剧，更新太慢，剧情倒是精彩的
2033	与我常在	为什么我觉得还挺好看的
2034	不思议	我是霍建华粉
2035	流火那个夕阳	拍得算是很良心了
2036	长窗向西	霍建华，赵丽颖演技都蛮好的
2037	小般可	我是来看帅哥的。看了剧情简介 悲剧实在是不忍心
2038	小蝴蝶与小披风	为什么看小说的时候对杀阡陌不行不行的，电视剧一放就对师傅死心塌地要死要活的了！只能说，看脸的世界~
2039	陶心心	小骨灵动 子画高冷
2040	存晓翼	总体还可以，然而过于玛丽苏，特效也是渣，霍建华和赵丽颖的形象还可以
2041	hellogo	看过了和没看一个样。
2042	高大梨	小霍太帅了！太帅了，太帅了！原谅我词穷，在小霍的面貌面前，5毛特效又如何？ps，这片的服装也是美美嗒，完全体现我尊上之超凡魅力！
2043	邪恶波佐斯坦	很喜欢花千骨的小说，拍成这样，在国产剧来说已经算不错了，颜值和造型都很美，虽然特效很渣，但是本来这种天马行空又仙侠的题材本来就有点难拍啊，每星期更新太少了，每集还要有十几分钟的回顾。但还是挺喜欢的哈哈
2044	ami lau	为了霍霍的颜
2045	灵燕儿	我就是来看颜值的，画面赏心悦目
2046	Map.小喂	纯粹是看在老干部的份上 想念白豆腐和胡歌这对cp
2047	Idler	仙侠 唯美 爱情 真爱
2048	某一天醒来	超好看啊！每天都等周三周四更新。赵丽颖还是很可爱的，演技也不错，大爱杀阡陌啊啊！
2049	哇乃	重新燃起对国产电视剧的喜爱
2050	光着脚丫走向天	喜欢
2051	大脸猫要戒懒	霍建华造型帅出新高度 赵丽颖成功洗白~
2052	啼安	为赵丽颖的演技打五星！
2053	摩西摩西	等了很久等到一部能看的国产古装剧，看原作时喜欢糖宝和东方，对师徒情爱不起来，白子画太仙气了，小骨被虐的太深了。霍建华虽然帅但不太符合我对原作的印象，其他选角都不错~
2054	爱因斯坦桑尼亚	少女心泛滥，不管不管，就是要打五星！后面越来越难看，弃剧，三星。
