no.	id	content
508	little-frog	居然陪爸妈看完了。给小刀一星   BGM前调一星。剧情太狗血
509	喵小名	剧情好弱！小说还抄袭的！
510	shorthand.lee	云牙和无垢的错过。害怕孤寂的朔风。守护小骨的姐姐。痴情的东方。。。除了主角每一个配角都有故事和性格。我准备去看小说辣
511	Avan	这部剧就像花千骨最后吐的——太狗血了
512	共同	玛丽苏女王，哈哈。杀姐姐也是醉了。看到35，后面虐剧情真心不想看了。PS:国产仙侠剧依然没什么进步，这题材人气高是必然，跟好不好看无关
513	skinnylove	本来想打4星，看到分这么低，不得不打高分中和
514	十二月	虐心剧？还是叫：糟心剧吧。反正师傅一直吐血，还可随意按下R键复活队友。某几段的感情戏霍建华的眼神功力还是不错的。
515	糟糕之极	剧情人设是有点糙，偏执狂比较多，不知道原著是不是好点。画面整体不错，长留的取景地感觉美如画，人物妆容还是可以一看的，颖宝加半星。
516	Bri	还是不错的。。
517	gabriella	呵呵呵呵呵呵呵呵..........全剧最经典的台词就是，师傅师傅...不过赵丽颖扮相挺好看的。上仙的脸为什么会那么宽。
518	明小泽	"其实薄幸的人，更懂得爱的真谛。
好吧，其实我想说，如果主角们的颜值不是那么高的话，应该会很搞笑吧～～～
完结撒花～～～坐等云中歌啦啦啦～～～"
519	沐梵	尊上的颜真是360度无死角怎么也看不腻啊
520	月映万川	我一定是太闲太蛋疼了。觉得看完之后智商在刷刷地往下掉。。。
521	黑白道人	分镜差评 剧情慢得要死 特效是什么鬼
522	qxygr	看到最后。好想剧组去死
523	撸过么么哒	男女主角演技绝对过关，硬伤是剧本和编剧。这原著就是玛丽苏。能拍成这样不错了，演员们没有问题！小赵是花千骨的最佳人选。华哥演什么看什么，期待下面的女医传和他来了。
524	Scarlett	渐渐觉得 赵丽颖蛮可爱的
525	TARDIS加油	当年扫文扫到花千骨小说，看一百字就弃了，那文笔，啧啧，简直了。后来电视出来了，看了几集，感觉。。。好无力。男主是我喜欢的演员，女主也是我喜欢的演员，可惜这俩组合到一起，怎么就看不下去呢。恩，都是剧情的错！！还有，单春秋爱圣君真是爱得深沉。
526	坞上岚	在玛丽苏剧里，演得不让人讨厌的大概没几个了。丽颖菇凉很认真，虽然我只瞟了几眼[再见表情]。
527	魂兮若何	场景烂到家，特效豆腐渣，剧情简直傻，麻痹呵呵哒……虽然小说很玛丽苏，但至少情节细节有逻辑，尼玛电视剧什么鬼，不伦不类，衔接根本不自然，尤其最后几集，草泥马跟小说中描述的完全一个天上一个地下，我真的从1到58一点儿不漏看完了，最后我的心是拒绝的……两星给演员们。
528	NINE	脑残粉继续刷
529	草样年华	这年头对于玛丽苏傻白甜真是从心理到生理上感到厌恶！偏偏又有一众在追随玛丽苏道路上乐此不疲的少男少女和心怀玛丽苏的大妈大爷们。有些剧只要有随时准备好为女主牺牲的炮灰 和从没见过女人一见到女主就爱得死去活来的一众备胎 和一个随时随地欺负女主的坏女人再加上本剧的中心玛丽苏白莲花女主就够了
530	咪朵小姐	只为华哥的颜，怎么滴！就是只看脸，怎么滴！
531	拯救小兵张嘎	挺好的 至少跟其他魔幻剧相比我还能追着看
532	筱小白	颜值再高  演技再好 也经不住神剪辑  前面拖拖拉拉后面直接烂尾  简直哭瞎    好吧再次承认我就是来看脸的
533	小万家	白子画才是执念最深的人  连爱都不敢承认
534	毕加索学跳舞	我哥一个28岁的大男人在家看的津津有味，我却一点看不下去！我俩性别是不是在出生的时候弄混了！这片也就海报还能看看，霍建华的颜值也没能支撑我看下去再加上个我不喜欢的赵丽颖，小说本来也不咋地。
535	依然卫斯理	有病吗？就这剧还能上6分？渣特效渣演技不说剧情那么弱智能看得下去？所有的上仙都心怀鬼胎想杀就杀各派掌门几乎每一个好东西这能成仙？随随便便就知道你是生死劫那修仙渡劫是闹着玩的？女主白莲至极怎么不干脆自杀？打五星的脑子进屎了？别说容不下一部国产剧，只是容不下一部弱智拉低整体智商的SB
536	bpmfh	荼毒观众智商
537	反	妈的我要看完整大结局的好不呀！
538	Franna	我觉得拍得不错啊
539	叫老猫的说	原著党表示无法剧透，根本不知道打算改成什么样╮(╯_╰)╭而且被阉割的一塌糊涂，不是我霍神真的不会看。
540	武器大爆炸	“你若伤她一分我就屠尽天下人”，作为天下人中的一员，谁对我无情我就对谁无情。
541	Charlene	被拖着看了俩集。实在太烂无力吐槽。
542	ydnew	剧情确实挺玛丽苏的，不过演员演的其实还行，配角有几个也不错。前面怪兽设定太傻的，完全拖垮了看完第一集的耐心。
543	air	十分钟弃
544	求情书daidai	基本还原了原著。虽然剧情简化了一些。看小说不喜欢白子画，喜欢杀阡陌和东方。电视剧里面白子画竟然不那么招人烦。可能是演员的关系吧。路人转粉哈哈。
545	麻辣豆腐卤鸡蛋	我是来看弹幕的
546	想灰的喵	没办法。。。对霍霍没有抵抗力。。。跟小说比改了不少，不过也还凑合。重点是，心里的师傅。最后两集都被删成那样，，我还哭成狗。。。也是。。。真爱
547	莫世	霍建华扣2分，两毛特效扣2分，剧情扣1分，为毛我不能打0分。
548	舒米	结尾好仓促啊！！神马啊！
549	伤若星辰	看看隔壁的《无心法师》啊啊多学学人家
550	HITOMIsama	剪的太乱了。
551	阿球	逻辑太可怕……三星给眉毛不被画长时的尊上和不是妖神时的小骨……造型千万不要得罪……
552	七瓜	你的宫铃掉了??苏到爆炸
553	白鼻猫	"四星给演员们的脸，情节倒扣三星。本着负责任的精神，生生忍了三十集，为了生命健康，还是弃了。这部剧，最好的就是定妆照了。
把结局几集快进完了，果然从头到尾都和闹着玩一样"
554	靠路	虽然有不少逻辑漏洞，玛丽苏和矫情的场面，但是意外地我还很喜欢这部剧。女主不讨人厌是一个原因，而且最大的原因果然是霍建华吗？
555	gigalo	居然看了30集 真b了狗了
556	花朵。	五毛特效也是醉了，那些没抠干净的边。。。
557	三月桐花	真的不好看，小说也不喜欢，剧情编排上无比拖沓，一些本来可以戳人点的剧情完全放过，很水…
558	古弋	随便看看
559	Rita向上上	没追完 台词有些比较有哲理
560	小鼹鼠	到后面就喇叭腔。。。最精彩的部分全都删光光。。。
561	曌豆豆	捉鸡类
562	刺猬的优雅	剧情确实不好评价 可是身为华华的脑残粉有什么办法呢2333-3-
563	Itachi	这个剧的面向观众估计都是智商不超过年龄的
564	未央	演员很棒！泪奔了半个大结局，虽然结局和对白早就知道了，但是赵丽颖和霍建华的演绎和配音真的很催泪哦，最后终于觉得霍建华帅了。然而最后的剧情反转是什么鬼，说以命换命就能以命换命吗！但是也说的通，摩严这么做也是为了让自己儿子放下执念。
565	kclee	第一集看到大菠萝出场我就把优酷关了..
566	爽爽moving on	万年最爱男二号。东方！当然，霍建华作为禁欲系男神也是惊为天人。
567	专家008	分数有点高，4分吧
568	莫醒	随便看看，无聊时听一听也是好的
569	非典型性天蝎	即使男女主的颜加上霍建华的演技也掩盖不了这是部烂剧的事实，，我的理智和智商在面对主角们的颜时也无耻的妥协了，为了看脸追到20集我也是够拼的.剧情太拖了，都快播一半了为什么还不开虐！还不开虐！快开虐啊啊啊啊！！魂淡！—-25集以后越看越带感，决定追！——追到40集了，发现毁剧的是广电和剪辑
570	蘇︶﹏︶2.55	这三个月，千股跌停，千股停牌，千股跌停、千股复牌，千股跌停。我的上亿身家就在这“花千股”中被洗劫一空。苍天保佑，花千骨你终于结局了，从此国泰民安。
571	Helene	虽然觉得剧情挺扯的，但大结局就是被感动了一把。虐心是毫无逻辑可言的，怎么虐怎么来。
572	wintan	祝愿中国的玛丽苏小白雷文雷剧能够越来越少，祝愿这些玛丽苏抄女能够放下屠刀放过无知少女，祝愿中国的玛丽苏公主病脑残粉们能够早日康复。看网文没什么，网文中也不是没有质量较好的作品。问题是别把无知当个性，脑残粉喜欢脑残文很正常，但别逼着正常人认同你们的品味。
573	淮	第一次觉得赵丽颖居然演技还不错诶，相对其他，至少脸上有表情，有天真灿烂，有倔强执着，有那样的深情和无辜，其他演员也都很养眼。喜欢这个爱情故事
574	嘘~子不语	国产剧里面的改变创作已经算是良心，不要太挑剔
575	不具名	对赵丽颖黑转路人 挺有灵气的
576	麦芒的好天气	小骨是真的美
577	牙牙	跟小说比差太多了
578	秦楼	不上不下
579	长晏	支持我看下去的动力完全是赵姑娘那萌我一脸血的小脸。
580	想飞的米米	全片吻戏全删 不懂搞什么 需要会YY的人看 不然会被虐死多次 赵丽颖演技不错 不知道今后跟着湖南台 会变成怎样 担心和谢娜一样 乡村气浓厚
581	Breeze 天晴	我跟我的同事同学说我在看花千骨，结果遭到集体鄙视，哼，人家只爱白子画一人。为了华哥演的子画上仙打四颗星
582	清溪	小说乏味可陈，拖拖拉拉，依稀记得东方的死震撼了我。但是没想到这电视剧竟然超越小说带来的感觉，仙气飘然的霍建华真的做到用眼神打动我的心，要知道这颗心已经很少为人跳动了，即使目睹他的钟晓刚，同样的外冷内热，高高在上的白子画才是最让人感动的一个，毕竟动了凡心的仙人最不易......赵丽颖萌萌
583	零售	赵丽颖这么萌，霍建华演得这么好，配角也都出彩，玛丽苏什么的，看着居然也带感起来了(⊙o⊙)
584	蔓藤	听了一万遍“徒儿知道错了”
585	不省油的灯泡	路边摊玛丽苏言情口袋小说
586	阿九	生死劫即桃花劫，人生在劫难逃...仙、魔、人、等六界领导都爱慕她，万千宠爱于一身，就是她！
587	薛小冬	不知道为什么要看！反正就是看了！还看的一把鼻涕一把泪！不老九零后就是我！
588	祈愿	我知道小说玛丽苏，我知道特效顶多值五毛，乱加的副线剧情简直不能忍。可是白子画啊白子画，就冲着上仙的演技和颜值我也要给这个分数
589	石四	三颗星全给霍老干部，就是看脸看脸看脸，眼神太赞，不讲一言但心中有十个逼站……烦死那只虫子了，看到无垢檀凡东华杀阡陌东方紫薰一个个都死了真的是，为虐而虐的剧啊。成妖神之后就像偷穿大人衣服的小孩。不过配乐做的真好
590	Truman	OMG！我坚持看完了，呵呵
591	优	华哥一个小眼神、一个小动作，这演技。不打五星对不起自己
592	『』	最近随便上什么视频网站都要被这货的广告强奸视线，比当年的超女还烦。什么“我便杀尽天下人”的口号傻逼至死。为了一个画完再p还只有五分的女人就这么丧病？身为天下人之一给一星诅咒编剧断子绝孙。
593	castle	虽然场景各种抄，但是把原著改成这样，意外的让人不讨厌，已经很不错了。赵丽颖实在是鸡肋。。。
594	令狐妹	在我加班最累的这段时间给了我欢乐。
595	夏令爱男子	这种剧的局限太多 这样真的已经很不错了
596	Estella	看了一集弃剧。就冲着那个奥特曼里的怪兽，赵丽颖被第一次见面的霍建华接住时莫名其妙让人起鸡皮疙瘩的深情眼神，“吃个包子吧”的无厘头，各种颜值不够造型奇怪的演员，能坚持看完一集我也是佩服自己。原著一般吧，为了虐而虐的成分居多，但情节曲折还是比较适合拍剧的。不过拍成这样，真心不敢恭维。
597	Smelly Cat	两集弃
598	雨果·维文	包着仙侠剧外皮的脑残偶像剧，怎么这电视剧越拍越烂。
599	兔美酱	其实我想给0分
600	.	我可以说这个剧只有喜洋洋的智商水准吗？
601	程慕情	给演员的努力点赞，但是武打太烂
602	Fragile	摩严对子画，单春秋对杀阡陌，这才是真感情~另外千万不要爱上无脑又无能的圣母！
603	远方	比想象中好，看看后面演技如何
604	慕岚	可恶的马桶台把一个好好的电视剧删减成这个鬼样子 逻辑混乱剧情零散 白瞎了一众演员的辛苦与演技 画骨夫妇一生推 华哥丽颖终生赞
605	luc	近几年古装仙侠剧里觉得还可以的，剧情与演员都不错，只是不忠于原著，卫视版删减得不像话，霍建华和赵丽颖很棒
606	大红苹果	脑残国产剧可以自成一派了 脑残点都这么雷同可是赢了 另外脑残国产剧演员万年一个角色 套路都一样就别谈演技了吧 霍建华颜值再高也就值一星呵呵
607	Sylvia	不知为何很火，简直看不下去。
608	Ellipsis...	确实是玛丽苏的弱智片，适合广大的中小学生暑假的时候看。
609	kikyo	所有的星星都给霍建华！太帅了！
610	┾小蟲zi	弃
611	回不去的旅人	剪切的太烂了 正片没有片花好系列
612	婷婷	编剧是硬伤 剪辑也乱糟糟 尊上挺仙气的 小骨挺可爱的 尊上的眼神很有戏
613	边走边唱	哪有这么多处处替学生着想的导师
614	游离丸子	一把岁数还在演玛丽苏女人剧的高龄霍建华哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
615	南湖	本来这部经典的玛丽苏改编剧我是要给一颗星的，为了卖萌的糖宝和漂亮的女演员们，但在盗墓笔记成功了刷新的我的下限之后我打算大幅提高本剧的得分（2星不能再多了）。我仿佛看到盗墓傲慢的说：哈哈，我得一星是因为最少只有一星
616	国王也摇摆	简直够了。开始怀着好奇的心去看了几集，特效糟糕也认了，毕竟主角颜值耐看，微博上网友疯狂吐槽后面的特效我就坚持不下去了，转去看原著，看完原著我就更加坚定弃剧的决心了。顶着锅盖我想说，原著也就这样，总觉得逻辑有些混乱，有些场景神马的根本无法在影视作品体现，弃了就弃了。
617	墨兰新不了情	喜欢杀姐姐
618	S	我他妈的得是多找虐
619	缓缓归矣	剧情玛丽苏，老干部被人吹过头了。毫无仙气，说帅的肯定没看过小说，看看情敌蜜月里老干部的面瘫脸，还是安心拍电视剧吧，还有被吹演技碾压众小花的女主，哭戏哭的好开心啊
620	风满袖	30
621	冰澈狼淙	值四星，加一星中和一下差评
622	香织里	画面真的好美。好吗
623	野枇	有霍建华看不下去系列
624	Raven	真的被特效惊倒了怎么呢么多人喜欢啊。。
625	王一碗	这部戏最大的优点就是用了很多新人，男女主和人设还算搭配，至少比古剑在情节推动上强多了。
626	-M-	珍爱生命 远离这类型剧 扯直看不下去 傻逼到这境地 这一颗星 是给杀姐姐 只是纯粹为了看看他了
627	隐形人	那包子的特效醉了
628	黑芝永不衰	相爱相杀
629	动感超人	好烂
630	小龙爱吃糖	真心不知道中了什么毒了，每周都在等更新。。。
631	白	如此玛丽苏的电视剧............无力吐槽
632	你呀	赵丽颖的脸比我想象中小
633	乡法澈	电视剧
634	大魔法师杰金斯	什么狗屁垃圾 无限重复 师父已烂！！看着来气
635	皓紫和月	还成吧
636	严小秋	作为书迷很多改动不能接受 要是电视剧停在千骨死了就好了
637	与魔鬼同行	哎，怎么说呢。看这种剧就不能太在意细节，大部分人都毫无演技，挤眉弄眼的。剧集中间段落比较无聊，净演些没用的。开头比较好看吸引人，结尾令人感动。妖神花千骨妆扮好评。最后，一定不能看马桶台播的删减篡改版！
638	TAYLOR	最后一集看哭了   白子画太过倔强   杀姐姐好有爱
639	Articuno	白子画和杀阡陌当男女主多好。。。
640	水絮	花千骨终于等到结局的那一天，我感到生无可恋。除了被剪的支离破碎导致莫名其妙的剧情，还有白子画万年不变的扑克脸，花千骨的绝地大反攻和摩严的突然倒戈实在让我难以接受。每周巴巴地等到周末才更新个四集，每集都有半集在重复上集内容我也是醉了。主题只有一个字：虐！观众只有一个心情：自虐。
641	孟奋进	别人问我“暑期实习怎么样”  我说“吃着包子在多人间追【花千骨】直播哟”
642	阿妙妙妙妙~	被湖南台的剪辑毁了一半
643	天明	第一集看到类似几十年前的奥特曼怪兽时，我瞬间就怒了，果断掐掉，什么烂特效。
644	涞池	赵丽颖是本色出演啊。
645	miaodandan	剪辑的问题就不提了，原小说我就不喜欢，玛丽苏+太虐，不能理解里面所有的感情。。本来要打三星，看了看各种短评，一个个逼格高的不要不要的，都和奥斯卡评委有的一比了，尤其爱踩男主啊，踩完了还要夸一下女主演，这是几个意思呢。。我没办法了，只能打成五星了。
646	肉蛾儿	太让我失望
647	买香烟的小男孩	在同事的督促下断断续续看的，评分就是评价，如果有负星，豆瓣就更人性了
648	交交黄鸟	剪辑什么鬼，还有什么饥饿营销每周播一点点怎么不去死
649	短发姑娘	对赵姑娘印象挺好，觉得她是近几年年轻女艺人中为数不多的有演技的。但奈何这部剧真心不给力，确实看不下去了。把原著改得我都快不认识了，说半毛特效我都觉得抬举它了。还有芒果台的奇葩剪刀手，简直刀刀致命。约不起了。
650	冰鉴penny_	五毛特效，制作极其粗糙，看故事吧～
651	窥	原著本就是超级玛丽苏文笔也不咋地拍成电视剧虽然火成这样，还有那是杀阡陌吗！?赵丽颖很会挑戏能符合自己定位也容易红的戏，不过就这剧也能六分?
652	飯飯飯飯飯	这种剧，我也能追着看完了
653	周 宝玓	纯粹觉得霍建华帅
654	Shirley思密达	说实话，这么多演技派，霍建华，蒋欣，为啥能演出这么一个脑残剧，关键被删减的前言不搭后语，后面特别分散
655	残阳	为霍建华看的 剧情真烂 赵丽颖毫无演技可言
656	Oo龙芽oo	我看了三分钟版，张杰的表演印象深刻。
657	素问	如果要给原著打十分，那这剧就值1分，五分钱的特效，五毛钱的服装，五块钱的布景，跳着看了几集已觉眼瞎，真不知道那些大婶是如何一集集追下去的。求你们别再看着这部剧说霍建华帅了，他已经深深毁了白子画在我心目中的形象，白子画如何的仙风道骨啊，好歹也不会逊于十年前的乔美人吧。
658	探头探脑小阿苏	我居然追完了，结局什么鬼
659	宴小安	无聊打发还行 不能细看
660	梁哪吒超級美	作为一个颖火虫，不得不说一句客观的话，我们家颖宝其实演技也不是特别出色，只是很自然罢了。再加上现在的女演员的演技都太一泡污，才衬托出我们颖宝的好来。如果她眼光再好点，野心再大点，第二个章子怡不是没有可能。怕是怕她一直挑low的戏来演。
661	朵拉	"2015.9.9
这漫山遍野的清一色一字眉，女主美翻了没错，苦了其他几个歪瓜裂枣小配角，哈哈哈～但我觉得蛮好看，总结得没错女主美翻的电视剧我都会很看得下去。剧情港什么的根本拦不住我跟着掉眼泪哇～"
662	bunnyccccc	特效差太差，赵丽颖的傻白甜居然不讨人厌，比唐嫣好多了。
663	派大星	有些剧集就是所有人都知道是各种雷，但还是都在看。慢慢的在不停吐槽中一晃几个月
664	二重身	剧情人设太特么没意思。男女主演技可以。
665	李森	这结局
666	大胃喳喳	中午在餐厅看了最后半集假装看过
667	醒目CC	反正就是喜欢
668	klamian	原著党表示剧情是啥啊我怎么看不懂
669	-偏爱G	总共看过3集，最前、中间、大结局。呵呵，连大结局都那么的墨迹，作，毫无逻辑。
670	筱天	喜欢赵丽颖
671	周大喜喜	追了三个月总算迎来大结局啦...特效确实是五毛钱水平...不过除去这些这剧也没那么差吧...演员发挥的都还可以...被湖南卫视剪的乱七八糟的
672	不羁的天空	仙侠，武侠恐怕是国产剧中仅剩的唯一我感兴趣的元素了，就这部来说，主打虐心剧情，5毛特效，能做到稍微不狗血一点也着实不容易了，前期无聊的铺垫太长，结局太匆忙是一大败笔
673	貝貝猴兒	五六十集的剧，居然连个吻戏都没有，这言情拍的还真是有中国特色
674	罪恶の克星	国产特效永不过关，本身故事是个好故事，但不用100%的用心去制作
675	啦啦啦哈哈哈	追了这么久终于追完了。霍建华，好帅，我要和你生猴子。
676	烈焰红唇monica	总算结束了 我的杀姐姐??????
677	闷痘Gingili	哈哈哈哈哈哈哈哈哈
678	安歌	这个电视剧还有个别名叫 续命成功 不管谁的命 说续就续 说换就换 活出接力赛的感觉 所以最后续得天下命的白子画获得了永生 顺便我觉得摩严才是白子画的生死劫吧
679	江夏宏観	蛮好看的~ 催泪啊~
680	超人小佳	赵丽颖会选喜
681	呼呼撒哒	看到眉毛就出戏，浓归浓粗归粗能别画到太阳穴吗？剪辑太烂了，好歹也是辛苦拍得真舍得剪成这样
682	shaweng	啰嗦，太啰嗦，好多都是废话！这几年给我的感觉就是道士，没有仙！你告诉我哪里仙了？
683	bin7699	什么垃圾逻辑。
684	这藍叫三金	人生就不能先看原著，再看电视剧，否则就容易幻灭，没错。从妖怪开始就幻灭，第六集就放弃了
685	蒹葭苍苍	看小说就不太喜欢，电视剧更渣。霍的颜值再高也经不起化妆师的辣手摧花，反正仙不起来，还有莫名其妙爱上女主的杀阡陌，你可以爱的再草率点吗？女主玛丽苏极致，各界佼佼者大人物都爱她爱得死去活来也是没sei了！一部玛丽苏小说衍生出来的玛丽苏仙侠偶像剧
686	水她她	电视剧拍成这样不错了
687	巴顿是条狗	看到第一集的哥斯拉我就醉了，日本30年前的特效水平，导演组没有诚意，观众也不会给你们诚意，一星滚粗
688	艾小伶	两个偏执狂谈场恋爱搞得天下大乱…????????
689	小格子双子座	挺好～
690	镜微·千江月	男主已经残了，男配们更是丑的不忍直视，我最喜欢的杀阡陌让那么一丑货给糟蹋了
691	missyun	杀姐姐脑残粉 必须给五星
692	再见淡淡	支持一下，虽然编剧有点傻逼
693	飞龙在天	中国人的眼睛都瞎了么
694	beautiful life	剧情一颗星，男女主角各一颗星，衣服颜色好喜欢啊
695	吾乃蛋疼一枝花	芒果剪的太烂了，剧情重复还不连贯，不过就算这样最后还是看哭了…演员选的挺好的，歌曲也不错
696	west	“想要什么，你说就是了。不管对的错的，我都给你。爱给你，人给你。什么都给你。”“长留覆灭干我何事。”白子画全剧说的最荡气回肠的话!!!非要失去了才懂得珍惜哎。广电加芒果剪刀手真是够了，剪得乱七八糟。
697	默默	尊上太美
698	冬昔	我喜欢这个改编
699	蘑菇猫会吐泡	一直也没提起兴趣看，后来实在无聊，就等到最后几集眼瞅要出来时开始看，说好五十集结束却一直播到58，最后两集还有些莫名其妙，剪辑的简直乱七八糟。面瘫霍建华真心让人受不了
700	蝴蝶结小姐47	因为剪辑扣10分
701	rosiechubby	没想过会看系列  霍建华扮相略差 本来就好看的人居然还要粘双眼皮 粘了还没本来的双眼皮好看
702	ayya	圣母玛丽苏，看着欢乐
703	blak	讲话动不动嘻嘻，嘤嘤的不是我的专利吗
704	戲顏	17集这羞耻PLAY什么鬼！
705	飞天神猪*将提	一颗星给静音后的杀姐姐
706	A型君	玛丽苏的还蛮好看的。最后太拖拉了。越来越羞耻。白子画真是道德婊，虽然是霍建华的饭。。。
707	鸡毛飞沙	把原著改太多了吧。若不是华哥不会看
708	卡古橙酱	断断续续看了一些...太玛丽苏...霍建华还是多帅的..
709	西班没有牙	凑合
710	nayuta	算是诚意之作了，好吧，我就是白子画的脑残粉
711	啾啾啾噗噗噗	逼格不要这么高 其实真的还好
712	小九。	WTF！！
713	Ashley	在看，小说蛮感人的
714	青争ocarina	我居然能看哭Σ(っ °Д °;)っ
715	XIA_XIN	赵丽颖演技大有进步！
716	无可取代	长卿老了
717	鬼夜行	下不去手
718	她无名	演员真不容易
719	maisakura	哎哟妈也，芒果台神剪切毁了这部最玛丽苏的仙侠剧。三星其实给的是男女主角的颜，真的是颜值爆表啊～～
720	岳流蠡	结局剪成了什么鬼，感觉对装不对，戏跳的太厉害。
721	いい	果然是只有预告片是能看得下去的。。。要不是之前迷上顾清明，抽风才会去看这部剧。/居然也追着看完了，自降智商还是能看下去的，场景和服装设计挺好看
722	竹子小左	纯粹为的霍建华
723	Rainelf	满屏的大双眼皮男子
724	愿时光待你好	吐了 卧槽 什么鬼
725	慕容雪	太小白了吧，小说写得就不咋样，电视剧更是没兴趣看下去
726	碎果刨冰	剧情可以，但各种特效实在没眼看
727	困惑的哈士奇	这特效其实在国产剧中算良心的了，糖宝还是很可爱的。
728	确定	听说还是畅销晋江小说改编，看第一集发现还不如十几年前的仙剑，三十多的女主装十六，装酷的霍一直就这逼样，设定有点鸣人的样子，小说最后玛丽苏反转成了最后Boss，剧情就是装酷大叔拯救失爱少女的故事，乱七八糟的妖魔仙加五毛钱的特效乱入。虽说比较《盗墓》比上有余
729	絳。	40集弃。
730	小鱼儿	小骨萌萌哒，本来想打四星可是最后勾引尊上的戏份居然剪了，再扣一星！
731	Sinclair	尊上，你的智商都被颜值吃了吗？一口一个天下苍生你倒是为了天下苍生做了点啥？
732	要奋起のFTJ	赵丽颖演技不错，就是编剧脑残
733	Penny	不舍师父
734	江南小野菊	好一般哈哈哈哈 什么破结局
735	无神论XS	难得芒果台的雷剧是能接受的 小骨很赞 霍建华 脸老了aq
736	玛门殿下	我只是不理解为什么几乎所有国产爱情片，所有男配都那么好，所有女配都那么坏……霍建华我很喜欢你所以请你不要再演这种烂剧了……
737	傩傩不是熊	以后还是等完结了再追
738	念念不忘	多日哭晕在深夜...已经不知道什么叫爱了...
739	一米。	觉得不错啊  难得看到诚心制作
740	明净	期待值尚可 赵丽颖很可爱 记得以前不喜欢她 但朋友说她能演出花千骨 事实证明她做到了 要是霍建华能像演战长沙的时候那样瘦就好了 小说里我并没有很喜欢东方彧卿 反而是电视剧的张丹峰一步步深入人心 马可的杀阡陌开场就很吸引我 让我回去把原著补完了
741	xyqandqj	五毛特效伤不起…
742	frankieiii	满足我对肥皂剧的所有要求
743	乔乔乔乔安	四星全给霍建华的颜值了
744	小小小满	看颜看景，不看剧情，杀阡陌有东方不败的感觉，赞
745	代歪歪的虎牙	呵呵。
746	zr	每天边打游戏边听着画外音追剧，这结局也太仓促了吧，就停留在白子画抱着花千骨死去那一刻就好啦，搞什么复活，男女配死光光，男女主恩爱大圆满哈？？
747	富娃宝贝07	两个主角演得好，就是玛丽苏了
748	YAn	师傅wwwwwwww
749	均平	妈哒霍建华美如画！！！
750	?红小羊?	情。
751	sophia	最好看的调戏师父的戏居然剪了，差评！赵丽颖演技拔群，简直路人转粉！
752	如果海会说话丶	中规中矩
753	Mr. Oracle	没看，在里屋上网，外面在放，半天听了18遍师傅，完全没有意义的对白，麻烦收集器却又鸵鸟性格逃避，最后害了周围所有人，双眼无神啊，真是够了。
754	李小帅	特效和武术都是5毛钱。剧情白子画，东方真不知道他们两个怎么想的
755	關一朵	小说的剧情梗概支撑着我一直看下来，开始是期待十方神器，后来期待花千骨被虐，再后来期待变妖王，再再后来期待花千骨重生。结果特么发现，每次看超长预告就够了，早知道结尾和小说不一样，我一定不看
756	xiaxia	还行，
757	茉莉的花园	武侠、哈利波特、指环王、青春偶像，多种元素结合，湖南台的娱乐精神发挥到极致。
758	连锦	特效确实太差，除了女主，其他人演技都还行。反正所有人都无所事事，就是爱花千骨护着花千骨。。对了最喜欢的是单春秋，整部剧只有他做正事吧，对老大的爱也是永不磨灭。
759	Priscila	莉莉也喜欢。。。yy不分年龄。
760	( ′ ▽ ` )	2集弃，华哥高颜值也已经振救不了什么了
761	lilith	师父和姐姐的故事~~
762	小奶牛阿	不明白赵丽颖是如何成为女神的！
763	鬼头	精华在最后两集 可惜吻戏都被剪
764	阿阿阿阿绿	我叫脑残粉
765	西年	完整版在哪里
766	纸艾特笔	竟然全都看完了，算是比较成功的玛丽苏剧，至少人设没崩。比仙剑差，比古剑好。但是实在搞不懂为啥国产剧的毛病都一样，剧情拖沓，BGM不停，台词弱智……
767	newold	没想到看看看看还发现还挺好看的。赵丽颖还真是蛮漂亮蛮可爱的，还真挺小姑娘的。目前我喜欢东方，哈哈
768	赵旧城	居然这么高的评分，剧组请了多少水军！！！
769	Carolín	演员 超棒！
770	叶子的歌唱	请告诉我结局怎么回事！
771	灵隐	…。  愿得一人心
772	第一印象很重要	一颗星给霍建华，演得好，太仙；一颗星给仙侠，喜欢这个题材；一颗星给赵丽颖，演得好;一颗星给画面，里面的景色不错。扣掉一颗星，50集周播太不合理了，追了快半年啊，到后面就完全不追了，没心情。
773	PZQAETQR	白子画的禁欲表情就像是吃了屎！！！！！剧情是如此拖沓 光看看穿帮镜头和吐槽就知道剧情发展了（手动再见） 此剧已被空间狗占领！！大家快跑啊！！！
774	野水	霍大叔也是夠拼的
775	不着调小盆友	看到中间就一直腻味来腻味去
776	Aerith_小德	慕名来看古装玛丽苏，因为杀姐姐多给三星～
777	正月十五	快把编剧上交给国家
778	菲?洛	尊上的骨头
779	小贝壳	我说好看就好看
780	同同˙	我从来都不相信正，不相信邪，不相信幸福，可是我相信你，狮虎...
781	水无月	只看姐姐！好爱姐姐！
